Category,Country_Province_FSA,Profile of FSA,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,counts
Religion,M4S,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,155.0
Religion,M4S,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,15.0
Religion,M4S,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,1030.0
Religion,M4S,Other Religions,Other Religions,,,,,,2220.0
Religion,M4S,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,490.0
Religion,M4S,  Jewish,Other Religions,  Jewish,,,,,1170.0
Religion,M4S,  Islam,Other Religions,  Islam,,,,,365.0
Religion,M4S,  Buddhist,Other Religions,  Buddhist,,,,,105.0
Religion,M4S,  Hindu,Other Religions,  Hindu,,,,,25.0
Religion,M4S,  Sikh,Other Religions,  Sikh,,,,,25.0
Religion,M4S,Other (other religions) (4),Other (other religions) (4),,,,,,40.0
Religion,M4S,No religious affiliation,No religious affiliation,,,,,,3615.0
Religion,M4T,"Religion, Catholic","Religion, Catholic",,,,,,1970.0
Religion,M4T,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,1945.0
Religion,M4T,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,25.0
Religion,M4T,"Religion, Protestant","Religion, Protestant",,,,,,4760.0
Religion,M4T,  United Church,"Religion, Protestant",  United Church,,,,,1535.0
Religion,M4T,  Anglican,"Religion, Protestant",  Anglican,,,,,2000.0
Religion,M4T,  Baptist,"Religion, Protestant",  Baptist,,,,,170.0
Religion,M4T,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,325.0
Religion,M4T,  Lutheran,"Religion, Protestant",  Lutheran,,,,,110.0
Religion,M4T,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,30.0
Religion,M4T,  Mennonite,"Religion, Protestant",  Mennonite,,,,,0.0
Religion,M4T,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,70.0
Religion,M4T,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,0.0
Religion,M4T,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,0.0
Religion,M4T,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,15.0
Religion,M4T,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,505.0
Religion,M4T,Other Religions,Other Religions,,,,,,800.0
Religion,M4T,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,90.0
Religion,M4T,  Jewish,Other Religions,  Jewish,,,,,600.0
Religion,M4T,  Islam,Other Religions,  Islam,,,,,20.0
Religion,M4T,  Buddhist,Other Religions,  Buddhist,,,,,45.0
Religion,M4T,  Hindu,Other Religions,  Hindu,,,,,25.0
Religion,M4T,  Sikh,Other Religions,  Sikh,,,,,0.0
Religion,M4T,Other (other religions) (4),Other (other religions) (4),,,,,,20.0
Religion,M4T,No religious affiliation,No religious affiliation,,,,,,1690.0
Religion,M4V,"Religion, Catholic","Religion, Catholic",,,,,,3345.0
Religion,M4V,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,3275.0
Religion,M4V,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,70.0
Religion,M4V,"Religion, Protestant","Religion, Protestant",,,,,,6455.0
Religion,M4V,  United Church,"Religion, Protestant",  United Church,,,,,1515.0
Religion,M4V,  Anglican,"Religion, Protestant",  Anglican,,,,,3015.0
Religion,M4V,  Baptist,"Religion, Protestant",  Baptist,,,,,235.0
Religion,M4V,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,550.0
Religion,M4V,  Lutheran,"Religion, Protestant",  Lutheran,,,,,240.0
Religion,M4V,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,35.0
Religion,M4V,  Mennonite,"Religion, Protestant",  Mennonite,,,,,25.0
Religion,M4V,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,25.0
Religion,M4V,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,20.0
Religion,M4V,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,0.0
Religion,M4V,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,10.0
Religion,M4V,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,780.0
Religion,M4V,Other Religions,Other Religions,,,,,,3075.0
Religion,M4V,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,295.0
Religion,M4V,  Jewish,Other Religions,  Jewish,,,,,2360.0
Religion,M4V,  Islam,Other Religions,  Islam,,,,,100.0
Religion,M4V,  Buddhist,Other Religions,  Buddhist,,,,,55.0
Religion,M4V,  Hindu,Other Religions,  Hindu,,,,,230.0
Religion,M4V,  Sikh,Other Religions,  Sikh,,,,,0.0
Religion,M4V,Other (other religions) (4),Other (other religions) (4),,,,,,30.0
Religion,M4V,No religious affiliation,No religious affiliation,,,,,,2420.0
Religion,M4W,"Religion, Catholic","Religion, Catholic",,,,,,2015.0
Religion,M4W,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,1995.0
Religion,M4W,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,25.0
Religion,M4W,"Religion, Protestant","Religion, Protestant",,,,,,5320.0
Religion,M4W,  United Church,"Religion, Protestant",  United Church,,,,,1510.0
Religion,M4W,  Anglican,"Religion, Protestant",  Anglican,,,,,2020.0
Religion,M4W,  Baptist,"Religion, Protestant",  Baptist,,,,,160.0
Religion,M4W,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,445.0
Religion,M4W,  Lutheran,"Religion, Protestant",  Lutheran,,,,,315.0
Religion,M4W,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,15.0
Religion,M4W,  Mennonite,"Religion, Protestant",  Mennonite,,,,,0.0
Religion,M4W,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,15.0
Religion,M4W,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,0.0
Religion,M4W,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,25.0
Religion,M4W,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,0.0
Religion,M4W,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,815.0
Religion,M4W,Other Religions,Other Religions,,,,,,1000.0
Religion,M4W,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,205.0
Religion,M4W,  Jewish,Other Religions,  Jewish,,,,,625.0
Religion,M4W,  Islam,Other Religions,  Islam,,,,,120.0
Religion,M4W,  Buddhist,Other Religions,  Buddhist,,,,,15.0
Religion,M4W,  Hindu,Other Religions,  Hindu,,,,,10.0
Religion,M4W,  Sikh,Other Religions,  Sikh,,,,,10.0
Religion,M4W,Other (other religions) (4),Other (other religions) (4),,,,,,25.0
Religion,M4W,No religious affiliation,No religious affiliation,,,,,,1760.0
Religion,M4X,"Religion, Catholic","Religion, Catholic",,,,,,5950.0
Religion,M4X,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,5915.0
Religion,M4X,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,30.0
Religion,M4X,"Religion, Protestant","Religion, Protestant",,,,,,5285.0
Religion,M4X,  United Church,"Religion, Protestant",  United Church,,,,,850.0
Religion,M4X,  Anglican,"Religion, Protestant",  Anglican,,,,,1500.0
Religion,M4X,  Baptist,"Religion, Protestant",  Baptist,,,,,430.0
Religion,M4X,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,500.0
Religion,M4X,  Lutheran,"Religion, Protestant",  Lutheran,,,,,190.0
Religion,M4X,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,230.0
Religion,M4X,  Mennonite,"Religion, Protestant",  Mennonite,,,,,20.0
Religion,M4X,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,80.0
Religion,M4X,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,0.0
Religion,M4X,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,75.0
Religion,M4X,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,40.0
Religion,M4X,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,1370.0
Religion,M4X,Other Religions,Other Religions,,,,,,3985.0
Religion,M4X,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,535.0
Religion,M4X,  Jewish,Other Religions,  Jewish,,,,,215.0
Religion,M4X,  Islam,Other Religions,  Islam,,,,,735.0
Religion,M4X,  Buddhist,Other Religions,  Buddhist,,,,,540.0
Religion,M4X,  Hindu,Other Religions,  Hindu,,,,,1815.0
Religion,M4X,  Sikh,Other Religions,  Sikh,,,,,80.0
Religion,M4X,Other (other religions) (4),Other (other religions) (4),,,,,,55.0
Religion,M4X,No religious affiliation,No religious affiliation,,,,,,3830.0
Religion,M4Y,"Religion, Catholic","Religion, Catholic",,,,,,5755.0
Religion,M4Y,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,5705.0
Religion,M4Y,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,50.0
Religion,M4Y,"Religion, Protestant","Religion, Protestant",,,,,,5990.0
Religion,M4Y,  United Church,"Religion, Protestant",  United Church,,,,,1320.0
Religion,M4Y,  Anglican,"Religion, Protestant",  Anglican,,,,,1780.0
Religion,M4Y,  Baptist,"Religion, Protestant",  Baptist,,,,,315.0
Religion,M4Y,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,490.0
Religion,M4Y,  Lutheran,"Religion, Protestant",  Lutheran,,,,,250.0
Religion,M4Y,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,205.0
Religion,M4Y,  Mennonite,"Religion, Protestant",  Mennonite,,,,,30.0
Religion,M4Y,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,40.0
Religion,M4Y,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,30.0
Religion,M4Y,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,40.0
Religion,M4Y,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,40.0
Religion,M4Y,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,1440.0
Religion,M4Y,Other Religions,Other Religions,,,,,,2280.0
Religion,M4Y,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,425.0
Religion,M4Y,  Jewish,Other Religions,  Jewish,,,,,695.0
Religion,M4Y,  Islam,Other Religions,  Islam,,,,,405.0
Religion,M4Y,  Buddhist,Other Religions,  Buddhist,,,,,180.0
Religion,M4Y,  Hindu,Other Religions,  Hindu,,,,,390.0
Religion,M4Y,  Sikh,Other Religions,  Sikh,,,,,0.0
Religion,M4Y,Other (other religions) (4),Other (other religions) (4),,,,,,180.0
Religion,M4Y,No religious affiliation,No religious affiliation,,,,,,5310.0
Religion,M5A,"Religion, Catholic","Religion, Catholic",,,,,,7760.0
Religion,M5A,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,7695.0
Religion,M5A,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,70.0
Religion,M5A,"Religion, Protestant","Religion, Protestant",,,,,,8835.0
Religion,M5A,  United Church,"Religion, Protestant",  United Church,,,,,1565.0
Religion,M5A,  Anglican,"Religion, Protestant",  Anglican,,,,,2530.0
Religion,M5A,  Baptist,"Religion, Protestant",  Baptist,,,,,700.0
Religion,M5A,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,600.0
Religion,M5A,  Lutheran,"Religion, Protestant",  Lutheran,,,,,220.0
Religion,M5A,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,330.0
Religion,M5A,  Mennonite,"Religion, Protestant",  Mennonite,,,,,10.0
Religion,M5A,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,155.0
Religion,M5A,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,15.0
Religion,M5A,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,160.0
Religion,M5A,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,70.0
Religion,M5A,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,2485.0
Religion,M5A,Other Religions,Other Religions,,,,,,4245.0
Religion,M5A,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,435.0
Religion,M5A,  Jewish,Other Religions,  Jewish,,,,,390.0
Religion,M5A,  Islam,Other Religions,  Islam,,,,,1025.0
Religion,M5A,  Buddhist,Other Religions,  Buddhist,,,,,1870.0
Religion,M5A,  Hindu,Other Religions,  Hindu,,,,,395.0
Religion,M5A,  Sikh,Other Religions,  Sikh,,,,,0.0
Religion,M5A,Other (other religions) (4),Other (other religions) (4),,,,,,135.0
Religion,M5A,No religious affiliation,No religious affiliation,,,,,,7740.0
Religion,M5B,"Religion, Catholic","Religion, Catholic",,,,,,1495.0
Religion,M5B,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,1460.0
Religion,M5B,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,35.0
Religion,M5B,"Religion, Protestant","Religion, Protestant",,,,,,1605.0
Religion,M5B,  United Church,"Religion, Protestant",  United Church,,,,,380.0
Religion,M5B,  Anglican,"Religion, Protestant",  Anglican,,,,,535.0
Religion,M5B,  Baptist,"Religion, Protestant",  Baptist,,,,,100.0
Religion,M5B,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,185.0
Religion,M5B,  Lutheran,"Religion, Protestant",  Lutheran,,,,,45.0
Religion,M5B,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,20.0
Religion,M5B,  Mennonite,"Religion, Protestant",  Mennonite,,,,,0.0
Religion,M5B,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,35.0
Religion,M5B,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,10.0
Religion,M5B,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,25.0
Religion,M5B,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,0.0
Religion,M5B,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,265.0
Religion,M5B,Other Religions,Other Religions,,,,,,675.0
Religion,M5B,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,105.0
Religion,M5B,  Jewish,Other Religions,  Jewish,,,,,185.0
Religion,M5B,  Islam,Other Religions,  Islam,,,,,215.0
Religion,M5B,  Buddhist,Other Religions,  Buddhist,,,,,60.0
Religion,M5B,  Hindu,Other Religions,  Hindu,,,,,40.0
Religion,M5B,  Sikh,Other Religions,  Sikh,,,,,15.0
Religion,M5B,Other (other religions) (4),Other (other religions) (4),,,,,,50.0
Religion,M5B,No religious affiliation,No religious affiliation,,,,,,1650.0
Religion,M5C,"Religion, Catholic","Religion, Catholic",,,,,,210.0
Religion,M5C,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,205.0
Religion,M5C,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,10.0
Religion,M5C,"Religion, Protestant","Religion, Protestant",,,,,,350.0
Religion,M5C,  United Church,"Religion, Protestant",  United Church,,,,,55.0
Religion,M5C,  Anglican,"Religion, Protestant",  Anglican,,,,,120.0
Religion,M5C,  Baptist,"Religion, Protestant",  Baptist,,,,,30.0
Religion,M5C,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,10.0
Religion,M5C,  Lutheran,"Religion, Protestant",  Lutheran,,,,,15.0
Religion,M5C,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,0.0
Religion,M5C,  Mennonite,"Religion, Protestant",  Mennonite,,,,,0.0
Religion,M5C,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,0.0
Religion,M5C,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,0.0
Religion,M5C,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,0.0
Religion,M5C,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,0.0
Religion,M5C,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,105.0
Religion,M5C,Other Religions,Other Religions,,,,,,50.0
Religion,M5C,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,30.0
Religion,M5C,  Jewish,Other Religions,  Jewish,,,,,10.0
Religion,M5C,  Islam,Other Religions,  Islam,,,,,0.0
Religion,M5C,  Buddhist,Other Religions,  Buddhist,,,,,0.0
Religion,M5C,  Hindu,Other Religions,  Hindu,,,,,0.0
Religion,M5C,  Sikh,Other Religions,  Sikh,,,,,10.0
Religion,M5C,Other (other religions) (4),Other (other religions) (4),,,,,,0.0
Religion,M5C,No religious affiliation,No religious affiliation,,,,,,160.0
Religion,M5E,"Religion, Catholic","Religion, Catholic",,,,,,585.0
Religion,M5E,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,580.0
Religion,M5E,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,0.0
Religion,M5E,"Religion, Protestant","Religion, Protestant",,,,,,750.0
Religion,M5E,  United Church,"Religion, Protestant",  United Church,,,,,145.0
Religion,M5E,  Anglican,"Religion, Protestant",  Anglican,,,,,255.0
Religion,M5E,  Baptist,"Religion, Protestant",  Baptist,,,,,65.0
Religion,M5E,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,50.0
Religion,M5E,  Lutheran,"Religion, Protestant",  Lutheran,,,,,50.0
Religion,M5E,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,0.0
Religion,M5E,  Mennonite,"Religion, Protestant",  Mennonite,,,,,0.0
Religion,M5E,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,0.0
Religion,M5E,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,0.0
Religion,M5E,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,0.0
Religion,M5E,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,0.0
Religion,M5E,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,175.0
Religion,M5E,Other Religions,Other Religions,,,,,,310.0
Religion,M5E,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,40.0
Religion,M5E,  Jewish,Other Religions,  Jewish,,,,,150.0
Religion,M5E,  Islam,Other Religions,  Islam,,,,,90.0
Religion,M5E,  Buddhist,Other Religions,  Buddhist,,,,,10.0
Religion,M5E,  Hindu,Other Religions,  Hindu,,,,,10.0
Religion,M5E,  Sikh,Other Religions,  Sikh,,,,,15.0
Religion,M5E,Other (other religions) (4),Other (other religions) (4),,,,,,10.0
Religion,M5E,No religious affiliation,No religious affiliation,,,,,,610.0
Religion,M5G,"Religion, Catholic","Religion, Catholic",,,,,,695.0
Religion,M5G,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,695.0
Religion,M5G,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,10.0
Religion,M5G,"Religion, Protestant","Religion, Protestant",,,,,,950.0
Religion,M5G,  United Church,"Religion, Protestant",  United Church,,,,,230.0
Religion,M5G,  Anglican,"Religion, Protestant",  Anglican,,,,,165.0
Religion,M5G,  Baptist,"Religion, Protestant",  Baptist,,,,,50.0
Religion,M5G,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,110.0
Religion,M5G,  Lutheran,"Religion, Protestant",  Lutheran,,,,,100.0
Religion,M5G,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,15.0
Religion,M5G,  Mennonite,"Religion, Protestant",  Mennonite,,,,,0.0
Religion,M5G,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,0.0
Religion,M5G,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,25.0
Religion,M5G,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,0.0
Religion,M5G,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,0.0
Religion,M5G,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,260.0
Religion,M5G,Other Religions,Other Religions,,,,,,415.0
Religion,M5G,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,50.0
Religion,M5G,  Jewish,Other Religions,  Jewish,,,,,80.0
Religion,M5G,  Islam,Other Religions,  Islam,,,,,105.0
Religion,M5G,  Buddhist,Other Religions,  Buddhist,,,,,115.0
Religion,M5G,  Hindu,Other Religions,  Hindu,,,,,30.0
Religion,M5G,  Sikh,Other Religions,  Sikh,,,,,0.0
Religion,M5G,Other (other religions) (4),Other (other religions) (4),,,,,,30.0
Religion,M5G,No religious affiliation,No religious affiliation,,,,,,870.0
Religion,M5H,"Religion, Catholic","Religion, Catholic",,,,,,110.0
Religion,M5H,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,105.0
Religion,M5H,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,0.0
Religion,M5H,"Religion, Protestant","Religion, Protestant",,,,,,25.0
Religion,M5H,  United Church,"Religion, Protestant",  United Church,,,,,10.0
Religion,M5H,  Anglican,"Religion, Protestant",  Anglican,,,,,10.0
Religion,M5H,  Baptist,"Religion, Protestant",  Baptist,,,,,0.0
Religion,M5H,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,0.0
Religion,M5H,  Lutheran,"Religion, Protestant",  Lutheran,,,,,0.0
Religion,M5H,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,0.0
Religion,M5H,  Mennonite,"Religion, Protestant",  Mennonite,,,,,0.0
Religion,M5H,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,0.0
Religion,M5H,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,0.0
Religion,M5H,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,0.0
Religion,M5H,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,0.0
Religion,M5H,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,0.0
Religion,M5H,Other Religions,Other Religions,,,,,,100.0
Religion,M5H,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,10.0
Religion,M5H,  Jewish,Other Religions,  Jewish,,,,,30.0
Religion,M5H,  Islam,Other Religions,  Islam,,,,,0.0
Religion,M5H,  Buddhist,Other Religions,  Buddhist,,,,,0.0
Religion,M5H,  Hindu,Other Religions,  Hindu,,,,,60.0
Religion,M5H,  Sikh,Other Religions,  Sikh,,,,,0.0
Religion,M5H,Other (other religions) (4),Other (other religions) (4),,,,,,0.0
Religion,M5H,No religious affiliation,No religious affiliation,,,,,,60.0
Religion,M5J,"Religion, Catholic","Religion, Catholic",,,,,,1160.0
Religion,M5J,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,1150.0
Religion,M5J,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,10.0
Religion,M5J,"Religion, Protestant","Religion, Protestant",,,,,,1720.0
Religion,M5J,  United Church,"Religion, Protestant",  United Church,,,,,445.0
Religion,M5J,  Anglican,"Religion, Protestant",  Anglican,,,,,610.0
Religion,M5J,  Baptist,"Religion, Protestant",  Baptist,,,,,45.0
Religion,M5J,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,95.0
Religion,M5J,  Lutheran,"Religion, Protestant",  Lutheran,,,,,55.0
Religion,M5J,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,40.0
Religion,M5J,  Mennonite,"Religion, Protestant",  Mennonite,,,,,0.0
Religion,M5J,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,20.0
Religion,M5J,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,0.0
Religion,M5J,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,10.0
Religion,M5J,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,0.0
Religion,M5J,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,395.0
Religion,M5J,Other Religions,Other Religions,,,,,,655.0
Religion,M5J,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,105.0
Religion,M5J,  Jewish,Other Religions,  Jewish,,,,,305.0
Religion,M5J,  Islam,Other Religions,  Islam,,,,,170.0
Religion,M5J,  Buddhist,Other Religions,  Buddhist,,,,,10.0
Religion,M5J,  Hindu,Other Religions,  Hindu,,,,,25.0
Religion,M5J,  Sikh,Other Religions,  Sikh,,,,,0.0
Religion,M5J,Other (other religions) (4),Other (other religions) (4),,,,,,35.0
Religion,M5J,No religious affiliation,No religious affiliation,,,,,,1400.0
Religion,M5L,"Religion, Catholic","Religion, Catholic",,,,,,0.0
Religion,M5L,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,0.0
Religion,M5L,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,0.0
Religion,M5L,"Religion, Protestant","Religion, Protestant",,,,,,0.0
Religion,M5L,  United Church,"Religion, Protestant",  United Church,,,,,0.0
Religion,M5L,  Anglican,"Religion, Protestant",  Anglican,,,,,0.0
Religion,M5L,  Baptist,"Religion, Protestant",  Baptist,,,,,0.0
Religion,M5L,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,0.0
Religion,M5L,  Lutheran,"Religion, Protestant",  Lutheran,,,,,0.0
Religion,M5L,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,0.0
Religion,M5L,  Mennonite,"Religion, Protestant",  Mennonite,,,,,0.0
Religion,M5L,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,0.0
Religion,M5L,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,0.0
Religion,M5L,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,0.0
Religion,M5L,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,0.0
Religion,M5L,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,0.0
Religion,M5L,Other Religions,Other Religions,,,,,,60.0
Religion,M5L,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,0.0
Religion,M5L,  Jewish,Other Religions,  Jewish,,,,,0.0
Religion,M5L,  Islam,Other Religions,  Islam,,,,,30.0
Religion,M5L,  Buddhist,Other Religions,  Buddhist,,,,,0.0
Religion,M5L,  Hindu,Other Religions,  Hindu,,,,,30.0
Religion,M5L,  Sikh,Other Religions,  Sikh,,,,,0.0
Religion,M5L,Other (other religions) (4),Other (other religions) (4),,,,,,0.0
Religion,M5L,No religious affiliation,No religious affiliation,,,,,,0.0
Religion,M5M,"Religion, Catholic","Religion, Catholic",,,,,,5190.0
Religion,M5M,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,5120.0
Religion,M5M,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,65.0
Religion,M5M,"Religion, Protestant","Religion, Protestant",,,,,,10010.0
Religion,M5M,  United Church,"Religion, Protestant",  United Church,,,,,3130.0
Religion,M5M,  Anglican,"Religion, Protestant",  Anglican,,,,,3715.0
Religion,M5M,  Baptist,"Religion, Protestant",  Baptist,,,,,325.0
Religion,M5M,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,975.0
Religion,M5M,  Lutheran,"Religion, Protestant",  Lutheran,,,,,485.0
Religion,M5M,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,85.0
