Category,Country_Province_FSA,Profile of FSA,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,counts
Mobility status,M4V,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,3150.0
Mobility status,M4V,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,2135.0
Mobility status,M4V,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,1395.0
Mobility status,M4V,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,740.0
Mobility status,M4V,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,1015.0
Mobility status,M4W,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,9945.0
Mobility status,M4W,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,8525.0
Mobility status,M4W,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,1425.0
Mobility status,M4W,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,1135.0
Mobility status,M4W,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,85.0
Mobility status,M4W,"    External migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    External migrants, 1 year mobility status",,,,205.0
Mobility status,M4W,Total population 5 years and over (17),Total population 5 years and over (17),,,,,,9685.0
Mobility status,M4W,"  Non-movers, five year mobility status",Total population 5 years and over (17),"  Non-movers, five year mobility status",,,,,5865.0
Mobility status,M4W,"  Movers, five year moblilty status",Total population 5 years and over (17),"  Movers, five year moblilty status",,,,,3825.0
Mobility status,M4W,"    Non-migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Non-migrants, 5 year mobility status",,,,2150.0
Mobility status,M4W,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,1675.0
Mobility status,M4W,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,1055.0
Mobility status,M4W,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,765.0
Mobility status,M4W,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,290.0
Mobility status,M4W,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,620.0
Mobility status,M4X,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,18405.0
Mobility status,M4X,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,14875.0
Mobility status,M4X,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,3530.0
Mobility status,M4X,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,2760.0
Mobility status,M4X,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,145.0
Mobility status,M4X,"    External migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    External migrants, 1 year mobility status",,,,630.0
Mobility status,M4X,Total population 5 years and over (17),Total population 5 years and over (17),,,,,,17520.0
Mobility status,M4X,"  Non-movers, five year mobility status",Total population 5 years and over (17),"  Non-movers, five year mobility status",,,,,7645.0
Mobility status,M4X,"  Movers, five year moblilty status",Total population 5 years and over (17),"  Movers, five year moblilty status",,,,,9875.0
Mobility status,M4X,"    Non-migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Non-migrants, 5 year mobility status",,,,4280.0
Mobility status,M4X,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,5595.0
Mobility status,M4X,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,1690.0
Mobility status,M4X,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,990.0
Mobility status,M4X,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,700.0
Mobility status,M4X,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,3910.0
Mobility status,M4Y,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,18835.0
Mobility status,M4Y,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,12775.0
Mobility status,M4Y,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,6060.0
Mobility status,M4Y,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,5075.0
Mobility status,M4Y,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,315.0
Mobility status,M4Y,"    External migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    External migrants, 1 year mobility status",,,,680.0
Mobility status,M4Y,Total population 5 years and over (17),Total population 5 years and over (17),,,,,,18395.0
Mobility status,M4Y,"  Non-movers, five year mobility status",Total population 5 years and over (17),"  Non-movers, five year mobility status",,,,,6305.0
Mobility status,M4Y,"  Movers, five year moblilty status",Total population 5 years and over (17),"  Movers, five year moblilty status",,,,,12090.0
Mobility status,M4Y,"    Non-migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Non-migrants, 5 year mobility status",,,,5580.0
Mobility status,M4Y,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,6510.0
Mobility status,M4Y,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,3585.0
Mobility status,M4Y,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,2295.0
Mobility status,M4Y,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,1290.0
Mobility status,M4Y,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,2925.0
Mobility status,M5A,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,26475.0
Mobility status,M5A,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,21100.0
Mobility status,M5A,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,5375.0
Mobility status,M5A,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,4800.0
Mobility status,M5A,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,170.0
Mobility status,M5A,"    External migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    External migrants, 1 year mobility status",,,,400.0
Mobility status,M5A,Total population 5 years and over (17),Total population 5 years and over (17),,,,,,25205.0
Mobility status,M5A,"  Non-movers, five year mobility status",Total population 5 years and over (17),"  Non-movers, five year mobility status",,,,,11195.0
Mobility status,M5A,"  Movers, five year moblilty status",Total population 5 years and over (17),"  Movers, five year moblilty status",,,,,14015.0
Mobility status,M5A,"    Non-migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Non-migrants, 5 year mobility status",,,,8270.0
Mobility status,M5A,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,5740.0
Mobility status,M5A,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,3260.0
Mobility status,M5A,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,2225.0
Mobility status,M5A,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,1035.0
Mobility status,M5A,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,2480.0
Mobility status,M5B,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,4740.0
Mobility status,M5B,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,3280.0
Mobility status,M5B,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,1460.0
Mobility status,M5B,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,1215.0
Mobility status,M5B,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,80.0
Mobility status,M5B,"    External migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    External migrants, 1 year mobility status",,,,170.0
Mobility status,M5B,Total population 5 years and over (17),Total population 5 years and over (17),,,,,,4615.0
Mobility status,M5B,"  Non-movers, five year mobility status",Total population 5 years and over (17),"  Non-movers, five year mobility status",,,,,1465.0
Mobility status,M5B,"  Movers, five year moblilty status",Total population 5 years and over (17),"  Movers, five year moblilty status",,,,,3145.0
Mobility status,M5B,"    Non-migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Non-migrants, 5 year mobility status",,,,1420.0
Mobility status,M5B,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,1725.0
Mobility status,M5B,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,1215.0
Mobility status,M5B,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,760.0
Mobility status,M5B,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,450.0
Mobility status,M5B,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,510.0
Mobility status,M5C,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,720.0
Mobility status,M5C,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,365.0
Mobility status,M5C,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,355.0
Mobility status,M5C,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,310.0
Mobility status,M5C,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,15.0
Mobility status,M5C,"    External migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    External migrants, 1 year mobility status",,,,20.0
Mobility status,M5C,Total population 5 years and over (17),Total population 5 years and over (17),,,,,,705.0
Mobility status,M5C,"  Non-movers, five year mobility status",Total population 5 years and over (17),"  Non-movers, five year mobility status",,,,,95.0
Mobility status,M5C,"  Movers, five year moblilty status",Total population 5 years and over (17),"  Movers, five year moblilty status",,,,,615.0
Mobility status,M5C,"    Non-migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Non-migrants, 5 year mobility status",,,,295.0
Mobility status,M5C,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,315.0
Mobility status,M5C,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,245.0
Mobility status,M5C,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,170.0
Mobility status,M5C,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,75.0
Mobility status,M5C,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,70.0
Mobility status,M5E,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,2220.0
Mobility status,M5E,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,1300.0
Mobility status,M5E,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,920.0
Mobility status,M5E,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,770.0
Mobility status,M5E,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,65.0
Mobility status,M5E,"    External migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    External migrants, 1 year mobility status",,,,90.0
Mobility status,M5E,Total population 5 years and over (17),Total population 5 years and over (17),,,,,,2190.0
Mobility status,M5E,"  Non-movers, five year mobility status",Total population 5 years and over (17),"  Non-movers, five year mobility status",,,,,370.0
Mobility status,M5E,"  Movers, five year moblilty status",Total population 5 years and over (17),"  Movers, five year moblilty status",,,,,1820.0
Mobility status,M5E,"    Non-migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Non-migrants, 5 year mobility status",,,,905.0
Mobility status,M5E,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,920.0
Mobility status,M5E,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,620.0
Mobility status,M5E,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,410.0
Mobility status,M5E,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,210.0
Mobility status,M5E,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,300.0
Mobility status,M5G,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,2830.0
Mobility status,M5G,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,1535.0
Mobility status,M5G,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,1300.0
Mobility status,M5G,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,935.0
Mobility status,M5G,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,120.0
Mobility status,M5G,"    External migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    External migrants, 1 year mobility status",,,,245.0
Mobility status,M5G,Total population 5 years and over (17),Total population 5 years and over (17),,,,,,2730.0
Mobility status,M5G,"  Non-movers, five year mobility status",Total population 5 years and over (17),"  Non-movers, five year mobility status",,,,,370.0
Mobility status,M5G,"  Movers, five year moblilty status",Total population 5 years and over (17),"  Movers, five year moblilty status",,,,,2360.0
Mobility status,M5G,"    Non-migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Non-migrants, 5 year mobility status",,,,935.0
Mobility status,M5G,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,1420.0
Mobility status,M5G,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,850.0
Mobility status,M5G,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,570.0
Mobility status,M5G,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,275.0
Mobility status,M5G,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,570.0
Mobility status,M5H,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,270.0
Mobility status,M5H,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,235.0
Mobility status,M5H,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,35.0
Mobility status,M5H,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,35.0
Mobility status,M5H,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,0.0
Mobility status,M5H,"    External migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    External migrants, 1 year mobility status",,,,0.0
Mobility status,M5H,Total population 5 years and over (17),Total population 5 years and over (17),,,,,,245.0
Mobility status,M5H,"  Non-movers, five year mobility status",Total population 5 years and over (17),"  Non-movers, five year mobility status",,,,,105.0
Mobility status,M5H,"  Movers, five year moblilty status",Total population 5 years and over (17),"  Movers, five year moblilty status",,,,,140.0
Mobility status,M5H,"    Non-migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Non-migrants, 5 year mobility status",,,,70.0
Mobility status,M5H,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,70.0
Mobility status,M5H,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,45.0
Mobility status,M5H,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,15.0
Mobility status,M5H,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,30.0
Mobility status,M5H,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,20.0
Mobility status,M5J,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,4875.0
Mobility status,M5J,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,2845.0
Mobility status,M5J,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,2025.0
Mobility status,M5J,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,1635.0
Mobility status,M5J,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,150.0
Mobility status,M5J,"    External migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    External migrants, 1 year mobility status",,,,240.0
Mobility status,M5J,Total population 5 years and over (17),Total population 5 years and over (17),,,,,,4725.0
Mobility status,M5J,"  Non-movers, five year mobility status",Total population 5 years and over (17),"  Non-movers, five year mobility status",,,,,1245.0
Mobility status,M5J,"  Movers, five year moblilty status",Total population 5 years and over (17),"  Movers, five year moblilty status",,,,,3480.0
Mobility status,M5J,"    Non-migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Non-migrants, 5 year mobility status",,,,1675.0
Mobility status,M5J,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,1805.0
Mobility status,M5J,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,1260.0
Mobility status,M5J,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,810.0
Mobility status,M5J,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,450.0
Mobility status,M5J,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,550.0
Mobility status,M5L,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,60.0
Mobility status,M5L,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,55.0
Mobility status,M5L,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,0.0
Mobility status,M5L,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,0.0
Mobility status,M5L,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,0.0
Mobility status,M5L,"    External migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    External migrants, 1 year mobility status",,,,0.0
Mobility status,M5L,Total population 5 years and over (17),Total population 5 years and over (17),,,,,,50.0
Mobility status,M5L,"  Non-movers, five year mobility status",Total population 5 years and over (17),"  Non-movers, five year mobility status",,,,,20.0
Mobility status,M5L,"  Movers, five year moblilty status",Total population 5 years and over (17),"  Movers, five year moblilty status",,,,,25.0
Mobility status,M5L,"    Non-migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Non-migrants, 5 year mobility status",,,,0.0
Mobility status,M5L,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,25.0
Mobility status,M5L,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,0.0
Mobility status,M5L,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,0.0
Mobility status,M5L,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,0.0
Mobility status,M5L,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,25.0
Mobility status,M5M,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,21575.0
Mobility status,M5M,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,18610.0
Mobility status,M5M,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,2965.0
Mobility status,M5M,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,2670.0
Mobility status,M5M,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,135.0
Mobility status,M5M,"    External migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    External migrants, 1 year mobility status",,,,160.0
Mobility status,M5M,Total population 5 years and over (17),Total population 5 years and over (17),,,,,,20370.0
Mobility status,M5M,"  Non-movers, five year mobility status",Total population 5 years and over (17),"  Non-movers, five year mobility status",,,,,12100.0
Mobility status,M5M,"  Movers, five year moblilty status",Total population 5 years and over (17),"  Movers, five year moblilty status",,,,,8270.0
Mobility status,M5M,"    Non-migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Non-migrants, 5 year mobility status",,,,5325.0
Mobility status,M5M,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,2940.0
Mobility status,M5M,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,2265.0
