Geo Code,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Characteristic_level_5,Count
M1L,Total population by sex and age groups - 100% Data,"Male, total",40 to 44,,,,,1365
M1L,Total population by sex and age groups - 100% Data,"Male, total",45 to 49,,,,,995
M1L,Total population by sex and age groups - 100% Data,"Male, total",50 to 54,,,,,770
M1L,Total population by sex and age groups - 100% Data,"Male, total",55 to 59,,,,,500
M1L,Total population by sex and age groups - 100% Data,"Male, total",60 to 64,,,,,435
M1L,Total population by sex and age groups - 100% Data,"Male, total",65 to 69,,,,,410
M1L,Total population by sex and age groups - 100% Data,"Male, total",70 to 74,,,,,410
M1L,Total population by sex and age groups - 100% Data,"Male, total",75 to 79,,,,,335
M1L,Total population by sex and age groups - 100% Data,"Male, total",80 to 84,,,,,175
M1L,Total population by sex and age groups - 100% Data,"Male, total",85+,,,,,120
M1L,Total population by sex and age groups - 100% Data,"Female, total",,,,,,14440
M1L,Total population by sex and age groups - 100% Data,"Female, total",0 to 4,,,,,1045
M1L,Total population by sex and age groups - 100% Data,"Female, total",5 to 9,,,,,1035
M1L,Total population by sex and age groups - 100% Data,"Female, total",10 to 14,,,,,780
M1L,Total population by sex and age groups - 100% Data,"Female, total",15 to 19,,,,,760
M1L,Total population by sex and age groups - 100% Data,"Female, total",20 to 24,,,,,830
M1L,Total population by sex and age groups - 100% Data,"Female, total",25 to 29,,,,,1095
M1L,Total population by sex and age groups - 100% Data,"Female, total",30 to 34,,,,,1340
